image_path,linear_x,angular_z,timestamp
images/img_2271730000000.jpg,0.67,-0.0,2271730000000
images/img_2271830000000.jpg,0.61,-0.0,2271830000000
images/img_2271932000000.jpg,0.73,0.09,2271932000000
images/img_2272032000000.jpg,0.78,0.91,2272032000000
images/img_2272132000000.jpg,0.88,1.41,2272132000000
images/img_2272232000000.jpg,0.95,1.69,2272232000000
images/img_2272332000000.jpg,0.97,1.88,2272332000000
images/img_2272432000000.jpg,1.09,1.88,2272432000000
images/img_2272532000000.jpg,1.25,1.88,2272532000000
images/img_2272632000000.jpg,1.25,1.96,2272632000000
images/img_2272734000000.jpg,1.25,2.13,2272734000000
images/img_2272834000000.jpg,1.25,2.12,2272834000000
images/img_2272934000000.jpg,1.27,2.09,2272934000000
images/img_2273036000000.jpg,1.27,2.02,2273036000000
images/img_2273140000000.jpg,1.27,1.75,2273140000000
images/img_2273240000000.jpg,1.27,1.31,2273240000000
images/img_2273342000000.jpg,1.27,0.71,2273342000000
images/img_2273442000000.jpg,1.27,0.18,2273442000000
images/img_2273544000000.jpg,1.27,-0.0,2273544000000
images/img_2273644000000.jpg,1.27,-0.0,2273644000000
images/img_2273754000000.jpg,1.25,-0.0,2273754000000
images/img_2273884000000.jpg,1.25,-0.0,2273884000000
images/img_2273984000000.jpg,1.25,-0.28,2273984000000
images/img_2274084000000.jpg,1.25,-0.74,2274084000000
images/img_2274186000000.jpg,1.27,-1.21,2274186000000
images/img_2274286000000.jpg,1.31,-1.54,2274286000000
images/img_2274390000000.jpg,1.41,-1.6,2274390000000
images/img_2274492000000.jpg,1.47,-1.6,2274492000000
images/img_2274592000000.jpg,1.51,-1.6,2274592000000
images/img_2274692000000.jpg,1.45,-1.59,2274692000000
images/img_2274792000000.jpg,1.46,-1.43,2274792000000
images/img_2274892000000.jpg,1.47,-0.92,2274892000000
images/img_2274992000000.jpg,1.51,-0.42,2274992000000
images/img_2275092000000.jpg,1.59,-0.0,2275092000000
images/img_2275192000000.jpg,1.66,-0.0,2275192000000
images/img_2275292000000.jpg,1.69,-0.0,2275292000000
images/img_2275396000000.jpg,1.69,-0.0,2275396000000
images/img_2275500000000.jpg,1.7,-0.0,2275500000000
images/img_2275604000000.jpg,1.6,-0.0,2275604000000
images/img_2275706000000.jpg,1.64,-0.0,2275706000000
images/img_2275806000000.jpg,1.58,-0.0,2275806000000
images/img_2275906000000.jpg,1.46,-0.0,2275906000000
images/img_2276006000000.jpg,1.39,-0.0,2276006000000
images/img_2276110000000.jpg,1.41,-0.0,2276110000000
images/img_2276210000000.jpg,1.43,-0.0,2276210000000
images/img_2276310000000.jpg,1.37,-0.0,2276310000000
images/img_2276416000000.jpg,1.43,0.09,2276416000000
images/img_2276518000000.jpg,1.55,0.52,2276518000000
images/img_2276618000000.jpg,1.59,0.87,2276618000000
images/img_2276722000000.jpg,1.59,1.22,2276722000000
images/img_2276822000000.jpg,1.59,1.52,2276822000000
images/img_2276922000000.jpg,1.6,1.58,2276922000000
images/img_2277022000000.jpg,1.6,1.92,2277022000000
images/img_2277126000000.jpg,1.6,1.93,2277126000000
images/img_2277226000000.jpg,1.61,2.02,2277226000000
images/img_2277326000000.jpg,1.61,2.09,2277326000000
images/img_2277428000000.jpg,1.62,2.37,2277428000000
images/img_2277528000000.jpg,1.66,2.71,2277528000000
images/img_2277630000000.jpg,1.68,2.88,2277630000000
images/img_2277730000000.jpg,1.66,3.12,2277730000000
images/img_2277830000000.jpg,1.62,3.36,2277830000000
images/img_2277932000000.jpg,1.66,3.28,2277932000000
images/img_2278032000000.jpg,1.68,2.58,2278032000000
images/img_2278132000000.jpg,1.7,1.81,2278132000000
images/img_2278236000000.jpg,1.74,1.0,2278236000000
images/img_2278336000000.jpg,1.74,0.61,2278336000000
images/img_2278438000000.jpg,1.71,0.4,2278438000000
images/img_2278542000000.jpg,1.54,0.48,2278542000000
images/img_2278642000000.jpg,1.39,0.88,2278642000000
images/img_2278742000000.jpg,1.32,0.91,2278742000000
images/img_2278842000000.jpg,1.4,0.78,2278842000000
images/img_2278942000000.jpg,1.4,0.34,2278942000000
images/img_2279042000000.jpg,1.33,0.22,2279042000000
images/img_2279144000000.jpg,1.25,0.22,2279144000000
images/img_2279244000000.jpg,1.16,0.22,2279244000000
images/img_2279378000000.jpg,1.04,0.19,2279378000000
images/img_2279478000000.jpg,0.96,0.05,2279478000000
images/img_2279578000000.jpg,0.8,-0.0,2279578000000
images/img_2279678000000.jpg,0.69,-0.0,2279678000000
images/img_2279778000000.jpg,0.74,0.03,2279778000000
images/img_2279880000000.jpg,0.78,0.18,2279880000000
images/img_2279982000000.jpg,0.0,0.05,2279982000000
images/img_2280086000000.jpg,0.0,-0.0,2280086000000
images/img_2280184000000.jpg,0.0,-0.0,2280184000000
images/img_2280286000000.jpg,0.0,-0.0,2280286000000
images/img_2280386000000.jpg,0.32,-0.0,2280386000000
images/img_2280486000000.jpg,0.76,-0.0,2280486000000
images/img_2280586000000.jpg,0.84,-0.74,2280586000000
images/img_2280686000000.jpg,0.81,-1.24,2280686000000
images/img_2280786000000.jpg,1.03,-1.47,2280786000000
images/img_2280886000000.jpg,1.23,-1.54,2280886000000
images/img_2280986000000.jpg,1.25,-1.55,2280986000000
images/img_2281086000000.jpg,1.15,-1.71,2281086000000
images/img_2281186000000.jpg,1.1,-1.85,2281186000000
images/img_2281286000000.jpg,1.1,-1.88,2281286000000
images/img_2281386000000.jpg,1.06,-1.89,2281386000000
images/img_2281486000000.jpg,0.95,-1.94,2281486000000
images/img_2281586000000.jpg,0.84,-2.07,2281586000000
images/img_2281686000000.jpg,0.86,-2.11,2281686000000
images/img_2281786000000.jpg,0.89,-2.11,2281786000000
images/img_2281886000000.jpg,0.95,-1.99,2281886000000
images/img_2281992000000.jpg,0.86,-1.31,2281992000000
images/img_2282094000000.jpg,0.79,-0.11,2282094000000
images/img_2282194000000.jpg,0.78,-0.0,2282194000000
images/img_2282294000000.jpg,0.61,-0.0,2282294000000
images/img_2282394000000.jpg,0.12,0.07,2282394000000
images/img_2282496000000.jpg,0.02,0.34,2282496000000
images/img_2282594000000.jpg,0.48,0.87,2282594000000
images/img_2282696000000.jpg,0.9,1.33,2282696000000
images/img_2282800000000.jpg,1.04,1.78,2282800000000
images/img_2282902000000.jpg,1.07,2.14,2282902000000
images/img_2283004000000.jpg,1.08,2.45,2283004000000
images/img_2283104000000.jpg,1.09,2.55,2283104000000
images/img_2283204000000.jpg,1.14,2.63,2283204000000
images/img_2283304000000.jpg,1.15,2.81,2283304000000
images/img_2283406000000.jpg,1.11,3.07,2283406000000
images/img_2283508000000.jpg,0.98,3.38,2283508000000
images/img_2283608000000.jpg,0.84,3.66,2283608000000
images/img_2283708000000.jpg,0.67,3.81,2283708000000
images/img_2283816000000.jpg,0.49,3.81,2283816000000
images/img_2283916000000.jpg,0.68,3.79,2283916000000
images/img_2284018000000.jpg,0.85,3.52,2284018000000
images/img_2284150000000.jpg,0.91,2.28,2284150000000
images/img_2284250000000.jpg,0.69,-0.0,2284250000000
images/img_2284352000000.jpg,0.55,-1.22,2284352000000
images/img_2284454000000.jpg,0.8,-2.23,2284454000000
images/img_2284586000000.jpg,1.11,-1.84,2284586000000
images/img_2284686000000.jpg,1.21,-0.0,2284686000000
images/img_2284786000000.jpg,1.25,0.2,2284786000000
images/img_2284886000000.jpg,1.25,0.95,2284886000000
images/img_2284986000000.jpg,1.25,0.68,2284986000000
images/img_2285086000000.jpg,1.25,0.1,2285086000000
images/img_2285186000000.jpg,1.25,-0.0,2285186000000
images/img_2285286000000.jpg,1.29,-0.0,2285286000000
images/img_2285386000000.jpg,1.36,-0.0,2285386000000
images/img_2285490000000.jpg,1.35,-0.0,2285490000000
images/img_2285590000000.jpg,1.34,-0.0,2285590000000
images/img_2285692000000.jpg,1.37,-0.0,2285692000000
images/img_2285792000000.jpg,1.38,-0.0,2285792000000
images/img_2285892000000.jpg,1.38,-0.0,2285892000000
images/img_2285992000000.jpg,1.36,-0.0,2285992000000
images/img_2286092000000.jpg,1.36,-0.0,2286092000000
images/img_2286192000000.jpg,1.36,-0.0,2286192000000
images/img_2286294000000.jpg,1.38,-0.0,2286294000000
images/img_2286394000000.jpg,1.38,-0.0,2286394000000
images/img_2286494000000.jpg,1.38,-0.0,2286494000000
images/img_2286594000000.jpg,1.38,-0.0,2286594000000
images/img_2286694000000.jpg,1.38,-0.0,2286694000000
