image_path,linear_x,angular_z,timestamp
images/img_1186320000000.jpg,0.92,-0.0,1186320000000
images/img_1186426000000.jpg,1.08,-0.0,1186426000000
images/img_1186528000000.jpg,1.07,-0.0,1186528000000
images/img_1186628000000.jpg,1.05,-0.0,1186628000000
images/img_1186728000000.jpg,1.04,-0.0,1186728000000
images/img_1186832000000.jpg,1.2,-0.21,1186832000000
images/img_1186932000000.jpg,1.22,-0.45,1186932000000
images/img_1187036000000.jpg,1.2,-0.54,1187036000000
images/img_1187136000000.jpg,1.15,-0.77,1187136000000
images/img_1187236000000.jpg,1.14,-1.09,1187236000000
images/img_1187336000000.jpg,1.14,-1.19,1187336000000
images/img_1187436000000.jpg,1.14,-1.08,1187436000000
images/img_1187538000000.jpg,1.16,-1.06,1187538000000
images/img_1187672000000.jpg,1.16,-1.19,1187672000000
images/img_1187804000000.jpg,1.1,-1.37,1187804000000
images/img_1187904000000.jpg,1.08,-1.38,1187904000000
images/img_1188008000000.jpg,1.08,-1.82,1188008000000
images/img_1188112000000.jpg,1.07,-2.22,1188112000000
images/img_1188216000000.jpg,1.03,-2.57,1188216000000
images/img_1188316000000.jpg,1.04,-2.59,1188316000000
images/img_1188418000000.jpg,1.06,-2.5,1188418000000
images/img_1188518000000.jpg,1.06,-2.38,1188518000000
images/img_1188618000000.jpg,1.08,-2.07,1188618000000
images/img_1188718000000.jpg,1.09,-1.32,1188718000000
images/img_1188820000000.jpg,1.1,-0.5,1188820000000
images/img_1188924000000.jpg,1.12,-0.0,1188924000000
images/img_1189024000000.jpg,1.12,-0.0,1189024000000
images/img_1189156000000.jpg,1.07,-0.0,1189156000000
images/img_1189260000000.jpg,0.97,-0.0,1189260000000
images/img_1189362000000.jpg,0.9,-0.0,1189362000000
images/img_1189462000000.jpg,0.66,0.01,1189462000000
images/img_1189562000000.jpg,0.7,0.29,1189562000000
images/img_1189662000000.jpg,0.76,0.64,1189662000000
images/img_1189762000000.jpg,0.81,0.88,1189762000000
images/img_1189862000000.jpg,0.81,0.89,1189862000000
images/img_1189962000000.jpg,0.73,0.86,1189962000000
images/img_1190066000000.jpg,0.92,0.94,1190066000000
images/img_1190166000000.jpg,0.95,1.07,1190166000000
