image_path,linear_x,angular_z,timestamp
images/img_59758000000.jpg,0.57,0.55,59758000000
images/img_60090000000.jpg,1.13,1.39,60090000000
images/img_60424000000.jpg,1.14,1.92,60424000000
images/img_60758000000.jpg,1.06,1.86,60758000000
images/img_61090000000.jpg,1.05,1.85,61090000000
images/img_61426000000.jpg,1.06,2.0,61426000000
images/img_61756000000.jpg,1.04,1.22,61756000000
images/img_62088000000.jpg,1.06,0.89,62088000000
images/img_62426000000.jpg,0.99,1.0,62426000000
images/img_62756000000.jpg,0.98,1.95,62756000000
images/img_63088000000.jpg,1.0,1.17,63088000000
images/img_63424000000.jpg,0.97,-0.0,63424000000
images/img_63758000000.jpg,0.96,-0.0,63758000000
images/img_64092000000.jpg,0.96,-0.74,64092000000
images/img_64426000000.jpg,0.95,-1.65,64426000000
images/img_64758000000.jpg,0.95,-1.73,64758000000
images/img_65130000000.jpg,0.94,-1.06,65130000000
images/img_65490000000.jpg,0.93,-1.0,65490000000
images/img_65822000000.jpg,0.92,-1.36,65822000000
images/img_66156000000.jpg,0.9,-0.96,66156000000
images/img_66492000000.jpg,0.88,-0.0,66492000000
images/img_66826000000.jpg,0.89,1.16,66826000000
images/img_67158000000.jpg,0.89,0.17,67158000000
images/img_67490000000.jpg,0.84,-0.0,67490000000
images/img_67824000000.jpg,0.75,-0.42,67824000000
images/img_68156000000.jpg,0.81,-1.09,68156000000
images/img_68490000000.jpg,0.94,-1.23,68490000000
images/img_68828000000.jpg,0.94,-1.27,68828000000
images/img_69158000000.jpg,0.89,-1.56,69158000000
images/img_69490000000.jpg,0.86,-1.67,69490000000
images/img_69824000000.jpg,0.83,-1.19,69824000000
images/img_70156000000.jpg,0.84,-0.0,70156000000
images/img_70492000000.jpg,0.85,-0.0,70492000000
images/img_70826000000.jpg,0.85,0.26,70826000000
images/img_71156000000.jpg,0.82,1.34,71156000000
images/img_71492000000.jpg,0.82,1.51,71492000000
images/img_71822000000.jpg,0.83,0.59,71822000000
images/img_72156000000.jpg,0.81,0.24,72156000000
images/img_72492000000.jpg,0.87,-0.0,72492000000
images/img_72822000000.jpg,0.87,-0.0,72822000000
images/img_73158000000.jpg,0.87,-0.02,73158000000
images/img_73494000000.jpg,0.87,-0.7,73494000000
images/img_73826000000.jpg,0.87,-1.32,73826000000
images/img_74194000000.jpg,0.87,-1.24,74194000000
images/img_74558000000.jpg,0.87,-1.16,74558000000
images/img_74892000000.jpg,0.87,-1.15,74892000000
images/img_75226000000.jpg,0.88,-1.18,75226000000
images/img_75556000000.jpg,0.9,-1.36,75556000000
images/img_75888000000.jpg,0.88,-0.31,75888000000
images/img_76226000000.jpg,0.9,0.04,76226000000
images/img_76556000000.jpg,0.9,0.59,76556000000
images/img_76890000000.jpg,0.87,0.55,76890000000
images/img_77224000000.jpg,0.87,0.3,77224000000
