image_path,linear_x,angular_z,timestamp
images/img_1898910000000.jpg,0.6,0.44,1898910000000
images/img_1899012000000.jpg,0.65,0.48,1899012000000
images/img_1899144000000.jpg,0.68,0.55,1899144000000
images/img_1899244000000.jpg,0.69,0.64,1899244000000
images/img_1899376000000.jpg,0.69,0.65,1899376000000
images/img_1899508000000.jpg,0.69,0.66,1899508000000
images/img_1899612000000.jpg,0.69,0.69,1899612000000
images/img_1899744000000.jpg,0.73,0.68,1899744000000
images/img_1899846000000.jpg,0.74,0.57,1899846000000
images/img_1899944000000.jpg,0.75,0.43,1899944000000
images/img_1900046000000.jpg,0.79,0.33,1900046000000
images/img_1900144000000.jpg,0.81,0.13,1900144000000
images/img_1900246000000.jpg,0.83,-0.0,1900246000000
images/img_1900376000000.jpg,0.82,-0.0,1900376000000
images/img_1900478000000.jpg,0.82,-0.0,1900478000000
images/img_1900612000000.jpg,0.82,-0.0,1900612000000
images/img_1900712000000.jpg,0.82,-0.01,1900712000000
images/img_1900812000000.jpg,0.82,-0.3,1900812000000
images/img_1900912000000.jpg,0.82,-0.67,1900912000000
images/img_1901046000000.jpg,0.84,-1.09,1901046000000
images/img_1901176000000.jpg,0.86,-1.26,1901176000000
images/img_1901278000000.jpg,0.86,-1.26,1901278000000
images/img_1901378000000.jpg,0.86,-1.23,1901378000000
images/img_1901478000000.jpg,0.86,-1.21,1901478000000
images/img_1901580000000.jpg,0.86,-1.21,1901580000000
images/img_1901712000000.jpg,0.86,-1.21,1901712000000
images/img_1901842000000.jpg,0.86,-1.2,1901842000000
images/img_1901946000000.jpg,0.87,-1.16,1901946000000
images/img_1902048000000.jpg,0.88,-1.07,1902048000000
images/img_1902176000000.jpg,0.91,-0.79,1902176000000
images/img_1902278000000.jpg,0.91,-0.51,1902278000000
images/img_1902376000000.jpg,0.92,-0.39,1902376000000
images/img_1902476000000.jpg,0.9,-0.25,1902476000000
images/img_1902578000000.jpg,0.9,-0.0,1902578000000
images/img_1902678000000.jpg,0.9,-0.0,1902678000000
images/img_1902812000000.jpg,0.91,-0.0,1902812000000
images/img_1902912000000.jpg,0.93,-0.0,1902912000000
images/img_1903012000000.jpg,0.93,-0.0,1903012000000
images/img_1903146000000.jpg,0.93,-0.0,1903146000000
images/img_1903246000000.jpg,0.93,-0.0,1903246000000
images/img_1903376000000.jpg,0.93,-0.0,1903376000000
images/img_1903478000000.jpg,0.93,-0.0,1903478000000
images/img_1903578000000.jpg,0.92,-0.0,1903578000000
images/img_1903678000000.jpg,0.92,-0.0,1903678000000
images/img_1903778000000.jpg,0.92,-0.0,1903778000000
images/img_1903878000000.jpg,0.93,-0.0,1903878000000
images/img_1904012000000.jpg,0.94,-0.0,1904012000000
images/img_1904112000000.jpg,0.94,-0.0,1904112000000
images/img_1904244000000.jpg,0.94,-0.0,1904244000000
images/img_1904344000000.jpg,0.94,-0.0,1904344000000
images/img_1904446000000.jpg,0.92,-0.0,1904446000000
images/img_1904578000000.jpg,0.91,-0.0,1904578000000
images/img_1904710000000.jpg,0.9,-0.0,1904710000000
images/img_1904812000000.jpg,0.9,-0.0,1904812000000
images/img_1904912000000.jpg,0.88,-0.0,1904912000000
images/img_1905044000000.jpg,0.86,-0.0,1905044000000
images/img_1905144000000.jpg,0.86,-0.0,1905144000000
images/img_1905244000000.jpg,0.85,-0.0,1905244000000
images/img_1905344000000.jpg,0.84,-0.0,1905344000000
images/img_1905444000000.jpg,0.84,-0.0,1905444000000
images/img_1905544000000.jpg,0.84,-0.0,1905544000000
images/img_1905674000000.jpg,0.84,-0.0,1905674000000
images/img_1905776000000.jpg,0.83,-0.0,1905776000000
images/img_1905876000000.jpg,0.81,-0.0,1905876000000
images/img_1905978000000.jpg,0.81,-0.0,1905978000000
