image_path,linear_x,angular_z,timestamp
images/img_3678468000000.jpg,0.96,-0.0,3678468000000
images/img_3678800000000.jpg,1.19,1.23,3678800000000
images/img_3679136000000.jpg,1.18,2.38,3679136000000
images/img_3679468000000.jpg,1.15,2.44,3679468000000
images/img_3679802000000.jpg,1.17,2.44,3679802000000
images/img_3680136000000.jpg,1.05,-3.05,3680136000000
images/img_3680468000000.jpg,1.05,-4.57,3680468000000
images/img_3680800000000.jpg,1.15,0.39,3680800000000
images/img_3681136000000.jpg,1.21,1.49,3681136000000
images/img_3681502000000.jpg,1.24,-0.0,3681502000000
images/img_3681836000000.jpg,1.25,-0.0,3681836000000
images/img_3682166000000.jpg,1.25,-2.28,3682166000000
images/img_3682502000000.jpg,1.31,0.67,3682502000000
images/img_3682836000000.jpg,1.38,-0.0,3682836000000
images/img_3683166000000.jpg,1.41,-0.0,3683166000000
images/img_3683500000000.jpg,1.9,-0.0,3683500000000
images/img_3683836000000.jpg,1.66,-0.0,3683836000000
images/img_3684166000000.jpg,1.42,3.02,3684166000000
images/img_3684502000000.jpg,1.35,3.65,3684502000000
images/img_3684836000000.jpg,1.41,-0.0,3684836000000
images/img_3685168000000.jpg,1.57,-0.85,3685168000000
images/img_3685502000000.jpg,1.57,-0.0,3685502000000
images/img_3685836000000.jpg,1.51,-0.7,3685836000000
images/img_3686202000000.jpg,1.4,-3.32,3686202000000
images/img_3686534000000.jpg,1.38,-0.38,3686534000000
images/img_3686868000000.jpg,1.36,2.88,3686868000000
images/img_3687202000000.jpg,1.67,2.63,3687202000000
images/img_3687536000000.jpg,1.69,2.26,3687536000000
images/img_3687866000000.jpg,1.74,1.21,3687866000000
images/img_3688202000000.jpg,1.77,4.23,3688202000000
images/img_3688534000000.jpg,1.65,-0.0,3688534000000
images/img_3688866000000.jpg,1.67,-0.81,3688866000000
images/img_3689200000000.jpg,1.68,-0.5,3689200000000
images/img_3689534000000.jpg,1.65,-0.16,3689534000000
images/img_3689866000000.jpg,1.64,-0.0,3689866000000
images/img_3690202000000.jpg,1.57,-3.85,3690202000000
images/img_3690536000000.jpg,1.34,-2.21,3690536000000
images/img_3690868000000.jpg,1.55,4.48,3690868000000
images/img_3691202000000.jpg,1.74,2.82,3691202000000
images/img_3691534000000.jpg,1.8,2.59,3691534000000
images/img_3691866000000.jpg,1.86,2.32,3691866000000
images/img_3692200000000.jpg,1.69,-2.49,3692200000000
images/img_3692534000000.jpg,1.73,-3.63,3692534000000
images/img_3692872000000.jpg,1.71,0.55,3692872000000
images/img_3693212000000.jpg,1.69,2.08,3693212000000
images/img_3693548000000.jpg,1.66,-0.0,3693548000000
images/img_3693882000000.jpg,1.53,-0.0,3693882000000
images/img_3694216000000.jpg,1.52,4.77,3694216000000
images/img_3694548000000.jpg,1.44,6.41,3694548000000
images/img_3694882000000.jpg,1.63,2.8,3694882000000
images/img_3695218000000.jpg,1.6,-1.83,3695218000000
images/img_3695548000000.jpg,1.79,-0.0,3695548000000
images/img_3695882000000.jpg,1.69,-0.0,3695882000000
images/img_3696216000000.jpg,1.67,1.9,3696216000000
images/img_3696548000000.jpg,1.67,1.23,3696548000000
images/img_3696880000000.jpg,1.65,-0.0,3696880000000
images/img_3697216000000.jpg,1.42,0.72,3697216000000
images/img_3697550000000.jpg,1.43,2.33,3697550000000
images/img_3697882000000.jpg,1.37,4.9,3697882000000
images/img_3698218000000.jpg,1.35,0.3,3698218000000
images/img_3698550000000.jpg,1.32,-2.1,3698550000000
images/img_3698884000000.jpg,1.37,-0.07,3698884000000
images/img_3699218000000.jpg,1.53,-0.41,3699218000000
images/img_3699550000000.jpg,1.54,-0.14,3699550000000
images/img_3699884000000.jpg,1.38,-0.12,3699884000000
